word,cnt,freq_per_mil,transcription
compartes,799,1.7685524494265494,k o m p a ɾ t e s
compartí,390,0.8632483795699053,k o m p a ɾ t i
compartía,556,1.2306823052329932,k o m p a ɾ t i a
compartíamos,392,0.8676752943369304,k o m p a ɾ t i a m o s
compartían,377,0.8344734335842418,k o m p a ɾ t i a n
compartías,49,0.1084594117921163,k o m p a ɾ t i a s
compartida,684,1.514004850322603,k o m p a ɾ t i d a
compartidas,129,0.2855360024731225,k o m p a ɾ t i d a s
compartido,1872,4.143592221935545,k o m p a ɾ t i d o
compartidos,263,0.582139291863808,k o m p a ɾ t i d o s
compartiendo,1388,3.0722788483154577,k o m p a ɾ t j e n d o
compartiéndolo,27,0.059763349354839596,k o m p a ɾ t j e n d o l o
compartiéndolos,44,0.09739212487455341,k o m p a ɾ t j e n d o l o s
compartiéndose,8,0.01770765906810062,k o m p a ɾ t j e n d o s e
compartiera,209,0.46261259315412867,k o m p a ɾ t j e ɾ a
compartiéramos,65,0.14387472992831754,k o m p a ɾ t j e ɾ a m o s
compartieran,60,0.13280744301075464,k o m p a ɾ t j e ɾ a n
compartieras,53,0.1173132413261666,k o m p a ɾ t j e ɾ a s
compartieron,355,0.785777371146965,k o m p a ɾ t j e ɾ o n
compartimentado,15,0.03320186075268866,k o m p a ɾ t i m e n t a d o
compartimentar,22,0.048696062437276706,k o m p a ɾ t i m e n t a ɾ
compartimento,1518,3.3600283081720925,k o m p a ɾ t i m e n t o
compartimentos,448,0.9916289078136348,k o m p a ɾ t i m e n t o s
compartimos,4009,8.873750650501924,k o m p a ɾ t i m o s
compartió,477,1.0558191719354995,k o m p a ɾ t j o
compartir,15252,33.759652013333834,k o m p a ɾ t i ɾ
compartirá,297,0.6573968429032355,k o m p a ɾ t i ɾ a
compartirán,253,0.5600047180286821,k o m p a ɾ t i ɾ a n
compartirás,250,0.5533643458781444,k o m p a ɾ t i ɾ a s
compartiré,648,1.43432038451615,k o m p a ɾ t i ɾ e
compartiremos,879,1.9456290401075558,k o m p a ɾ t i ɾ e m o s
compartiría,293,0.6485430133691852,k o m p a ɾ t i ɾ i a
compartiríamos,81,0.17929004806451876,k o m p a ɾ t i ɾ i a m o s
compartirían,54,0.11952669870967919,k o m p a ɾ t i ɾ i a n
compartirías,102,0.2257726531182829,k o m p a ɾ t i ɾ i a s
compartirla,1519,3.362241765555605,k o m p a ɾ t i ɾ l a
compartirlas,348,0.770283169462377,k o m p a ɾ t i ɾ l a s
compartirlo,3890,8.610349221863926,k o m p a ɾ t i ɾ l o
compartirlos,434,0.9606405044444587,k o m p a ɾ t i ɾ l o s
compartirme,132,0.29217637462366025,k o m p a ɾ t i ɾ m e
compartirse,106,0.2346264826523332,k o m p a ɾ t i ɾ s e
compartirte,352,0.7791369989964273,k o m p a ɾ t i ɾ t e
compartís,100,0.22134573835125773,k o m p a ɾ t i s
compartiste,218,0.4825337096057419,k o m p a ɾ t i s t e
comparto,1675,3.7075411173835673,k o m p a ɾ t o
compás,1276,2.8243716213620487,k o m p a s
compases,249,0.5511508884946318,k o m p a s e s
compasión,7466,16.525672825304902,k o m p a s j o n
compasiva,508,1.1244363508243893,k o m p a s i b a
compasivas,60,0.13280744301075464,k o m p a s i b a s
compasivo,1027,2.273220732867417,k o m p a s i b o
compasivos,182,0.4028492437992891,k o m p a s i b o s
compatibilidad,392,0.8676752943369304,k o m p a t i b i l i d a d
compatible,1260,2.7889563032258478,k o m p a t i b l e
compatibles,733,1.6224642621147192,k o m p a t i b l e s
compatriota,431,0.9540001322939208,k o m p a t ɾ j o t a
compatriotas,1514,3.351174478638042,k o m p a t ɾ j o t a s
compendio,177,0.39178195688172623,k o m p e n d j o
compenetración,31,0.0686171788888899,k o m p e n e t ɾ a s j o n
compenetrada,30,0.06640372150537732,k o m p e n e t ɾ a d a
compenetrado,49,0.1084594117921163,k o m p e n e t ɾ a d o
compenetrados,42,0.09296521010752826,k o m p e n e t ɾ a d o s
compenetramos,22,0.048696062437276706,k o m p e n e t ɾ a m o s
compenetraremos,4,0.00885382953405031,k o m p e n e t ɾ a ɾ e m o s
compenétrate,4,0.00885382953405031,k o m p e n e t ɾ a t e
compenetré,6,0.013280744301075465,k o m p e n e t ɾ e
compensa,781,1.728710216523323,k o m p e n s a
compensaba,40,0.0885382953405031,k o m p e n s a b a
compensación,1842,4.077188500430168,k o m p e n s a s j o n
compensaciones,258,0.571072004946245,k o m p e n s a s j o n e s
compensada,78,0.17264967591398103,k o m p e n s a d a
compensadas,31,0.0686171788888899,k o m p e n s a d a s
compensado,263,0.582139291863808,k o m p e n s a d o
compensador,50,0.11067286917562887,k o m p e n s a d o ɾ
compensadores,36,0.07968446580645279,k o m p e n s a d o ɾ e s
compensados,72,0.15936893161290558,k o m p e n s a d o s
compénsame,38,0.08411138057347795,k o m p e n s a m e
compensamos,50,0.11067286917562887,k o m p e n s a m o s
compensan,162,0.3585800961290375,k o m p e n s a n
compensando,267,0.5909931213978582,k o m p e n s a n d o
compensar,2222,4.918302306164947,k o m p e n s a ɾ
compensará,249,0.5511508884946318,k o m p e n s a ɾ a
compensarás,43,0.09517866749104083,k o m p e n s a ɾ a s
compensaré,924,2.045234622365622,k o m p e n s a ɾ e
compensaría,97,0.21470536620072,k o m p e n s a ɾ i a
compensarla,294,0.6507564707526977,k o m p e n s a ɾ l a
compensarlas,22,0.048696062437276706,k o m p e n s a ɾ l a s
compensarle,234,0.5179490277419432,k o m p e n s a ɾ l e
compensarlo,1242,2.7491140703226216,k o m p e n s a ɾ l o
compensarme,366,0.8101254023656034,k o m p e n s a ɾ m e
compensármelo,51,0.11288632655914145,k o m p e n s a ɾ m e l o
compensaron,19,0.04205569028673897,k o m p e n s a ɾ o n
compensárselo,189,0.41834344548387714,k o m p e n s a ɾ s e l o
compensarte,1482,3.2803438423656397,k o m p e n s a ɾ t e
compensártelo,600,1.3280744301075464,k o m p e n s a ɾ t e l o
compensas,49,0.1084594117921163,k o m p e n s a s
compensatoria,24,0.05312297720430186,k o m p e n s a t o ɾ j a
compensatorias,5,0.011067286917562888,k o m p e n s a t o ɾ j a s
compensatorio,26,0.05754989197132702,k o m p e n s a t o ɾ j o
compense,184,0.4072761585663143,k o m p e n s e
compensé,35,0.0774710084229402,k o m p e n s e
compensen,54,0.11952669870967919,k o m p e n s e n
compenses,25,0.05533643458781443,k o m p e n s e s
compenso,149,0.329805150143374,k o m p e n s o
compensó,65,0.14387472992831754,k o m p e n s o
compete,167,0.36964738304660044,k o m p e t e
competencia,9973,22.074810485770936,k o m p e t e n s j a
competencias,529,1.1709189558781534,k o m p e t e n s j a s
competente,1239,2.742473698172083,k o m p e t e n t e
competentes,333,0.7370813087096884,k o m p e t e n t e s
competí,62,0.1372343577777798,k o m p e t i
competía,127,0.2811090877060973,k o m p e t i a
competíamos,50,0.11067286917562887,k o m p e t i a m o s
competían,83,0.18371696283154393,k o m p e t i a n
competías,15,0.03320186075268866,k o m p e t i a s
competición,2755,6.098075091577151,k o m p e t i s j o n
competiciones,219,0.4847471669892544,k o m p e t i s j o n e s
competido,142,0.314310948458786,k o m p e t i d o
competidor,863,1.9102137219713546,k o m p e t i d o ɾ
competidora,140,0.3098840336917608,k o m p e t i d o ɾ a
competidoras,56,0.12395361347670435,k o m p e t i d o ɾ a s
competidores,1175,2.6008124256272787,k o m p e t i d o ɾ e s
competimos,235,0.5201624851254557,k o m p e t i m o s
competir,4758,10.531630230752844,k o m p e t i ɾ
competirá,128,0.2833225450896099,k o m p e t i ɾ a
competirán,155,0.34308589444444954,k o m p e t i ɾ a n
competirás,26,0.05754989197132702,k o m p e t i ɾ a s
competiré,75,0.1660093037634433,k o m p e t i ɾ e
competiría,24,0.05312297720430186,k o m p e t i ɾ i a
competiste,24,0.05312297720430186,k o m p e t i s t e
competitiva,461,1.0204038537992983,k o m p e t i t i b a
competitivas,112,0.2479072269534087,k o m p e t i t i b a s
competitivo,790,1.7486313329749361,k o m p e t i t i b o
competitivos,314,0.6950256184229494,k o m p e t i t i b o s
compilado,116,0.256761056487459,k o m p i l a d o
compilando,76,0.1682227611469559,k o m p i l a n d o
compinchado,56,0.12395361347670435,k o m p i n tʃ a d o
compinchados,68,0.15051510207885527,k o m p i n tʃ a d o s
compinche,693,1.5339259667742162,k o m p i n tʃ e
compinches,504,1.1155825212903392,k o m p i n tʃ e s
compita,135,0.298816746774198,k o m p i t a
compitamos,45,0.09960558225806598,k o m p i t a m o s
compite,346,0.7658562546953518,k o m p i t e
compiten,513,1.1355036377419523,k o m p i t e n
compites,149,0.329805150143374,k o m p i t e s
compitiendo,1055,2.3351975396057694,k o m p i t j e n d o
compitiera,20,0.04426914767025155,k o m p i t j e ɾ a
compitieron,28,0.06197680673835217,k o m p i t j e ɾ o n
compitió,76,0.1682227611469559,k o m p i t j o
compito,190,0.4205569028673897,k o m p i t o
complace,2592,5.7372815380646,k o m p l a s e
complácelo,24,0.05312297720430186,k o m p l a s e l o
compláceme,247,0.5467239737276066,k o m p l a s e m e
complacen,112,0.2479072269534087,k o m p l a s e n
complacencia,150,0.3320186075268866,k o m p l a s e n s j a
complacer,1938,4.289680409247375,k o m p l a s e ɾ
complacerá,299,0.6618237576702607,k o m p l a s e ɾ a
complacerás,8,0.01770765906810062,k o m p l a s e ɾ a s
complaceré,95,0.21027845143369486,k o m p l a s e ɾ e
complaceremos,24,0.05312297720430186,k o m p l a s e ɾ e m o s
complacería,317,0.701665990573487,k o m p l a s e ɾ i a
complacerla,613,1.35684937609321,k o m p l a s e ɾ l a
complacerlas,34,0.07525755103942763,k o m p l a s e ɾ l a s
complacerle,384,0.8499676352688298,k o m p l a s e ɾ l e
complacerles,60,0.13280744301075464,k o m p l a s e ɾ l e s
complacerlo,552,1.2218284756989428,k o m p l a s e ɾ l o
complacerlos,180,0.39842232903226393,k o m p l a s e ɾ l o s
complacerme,830,1.8371696283154395,k o m p l a s e ɾ m e
complacernos,94,0.20806499405018228,k o m p l a s e ɾ n o s
complacerse,82,0.18150350544803137,k o m p l a s e ɾ s e
complacerte,1200,2.656148860215093,k o m p l a s e ɾ t e
complaces,92,0.20363807928315714,k o m p l a s e s
complacía,63,0.1394478151612924,k o m p l a s i a
complacida,455,1.0071231094982227,k o m p l a s i d a
complacido,1416,3.13425565505381,k o m p l a s i d o
complacidos,214,0.4736798800716916,k o m p l a s i d o s
complaciendo,78,0.17264967591398103,k o m p l a s j e n d o
complaciente,432,0.9562135896774335,k o m p l a s j e n t e
complació,86,0.19035733498208166,k o m p l a s j o
complazca,111,0.24569376956989608,k o m p l a s k a
complazcas,31,0.0686171788888899,k o m p l a s k a s
complazco,80,0.1770765906810062,k o m p l a s k o
compleja,1465,3.242715066845926,k o m p l e x a
complejas,672,1.487443361720452,k o m p l e x a s
complejidad,781,1.728710216523323,k o m p l e x i d a d
complejidades,175,0.38735504211470106,k o m p l e x i d a d e s
complejo,6939,15.359180784193773,k o m p l e x o
complejos,1113,2.463578067849499,k o m p l e x o s
complementa,68,0.15051510207885527,k o m p l e m e n t a
complementado,9,0.019921116451613197,k o m p l e m e n t a d o
complementados,4,0.00885382953405031,k o m p l e m e n t a d o s
complementamos,49,0.1084594117921163,k o m p l e m e n t a m o s
complementan,100,0.22134573835125773,k o m p l e m e n t a n
complementar,89,0.19699770713261938,k o m p l e m e n t a ɾ
complementaria,52,0.11509978394265404,k o m p l e m e n t a ɾ j a
complementaría,6,0.013280744301075465,k o m p l e m e n t a ɾ i a
complementarias,33,0.07304409365591506,k o m p l e m e n t a ɾ j a s
complementario,69,0.15272855946236785,k o m p l e m e n t a ɾ j o
complementarios,94,0.20806499405018228,k o m p l e m e n t a ɾ j o s
complementas,14,0.030988403369176087,k o m p l e m e n t a s
complemente,29,0.06419026412186475,k o m p l e m e n t e
complemento,353,0.7813504563799398,k o m p l e m e n t o
complementos,145,0.32095132060932374,k o m p l e m e n t o s
completa,15252,33.759652013333834,k o m p l e t a
completaba,70,0.1549420168458804,k o m p l e t a b a
completada,725,1.6047566030466187,k o m p l e t a d a
completadas,80,0.1770765906810062,k o m p l e t a d a s
completado,1768,3.913392654050237,k o m p l e t a d o
completamente,46830,103.656209269894,k o m p l e t a m e n t e
completamos,193,0.4271972750179275,k o m p l e t a m o s
completan,94,0.20806499405018228,k o m p l e t a n
completando,226,0.5002413686738425,k o m p l e t a n d o
completar,3974,8.796279642078984,k o m p l e t a ɾ
completara,70,0.1549420168458804,k o m p l e t a ɾ a
completará,164,0.36300701089606274,k o m p l e t a ɾ a
completarán,40,0.0885382953405031,k o m p l e t a ɾ a n
completarás,68,0.15051510207885527,k o m p l e t a ɾ a s
completaré,92,0.20363807928315714,k o m p l e t a ɾ e
completaremos,87,0.19257079236559424,k o m p l e t a ɾ e m o s
completaría,57,0.12616707086021692,k o m p l e t a ɾ i a
completarla,158,0.34972626659498723,k o m p l e t a ɾ l a
completarlo,390,0.8632483795699053,k o m p l e t a ɾ l o
completarlos,46,0.10181903964157857,k o m p l e t a ɾ l o s
completaron,146,0.3231647779928363,k o m p l e t a ɾ o n
completarse,260,0.5754989197132702,k o m p l e t a ɾ s e
completarte,26,0.05754989197132702,k o m p l e t a ɾ t e
completas,1219,2.6982045505018317,k o m p l e t a s
completaste,89,0.19699770713261938,k o m p l e t a s t e
complete,726,1.6069700604301311,k o m p l e t e
completé,188,0.41612998810036456,k o m p l e t e
complétela,12,0.02656148860215093,k o m p l e t e l a
complételo,38,0.08411138057347795,k o m p l e t e l o
completemos,86,0.19035733498208166,k o m p l e t e m o s
completen,170,0.3762877551971382,k o m p l e t e n
completes,172,0.3807146699641633,k o m p l e t e s
completito,14,0.030988403369176087,k o m p l e t i t o
completo,28014,62.00779514172135,k o m p l e t o
completó,424,0.9385059306093329,k o m p l e t o
completos,1748,3.869123506379985,k o m p l e t o s
complexión,442,0.9783481635125593,k o m p l e g s j o n
complica,1115,2.468004982616524,k o m p l i k a
complicaba,38,0.08411138057347795,k o m p l i k a b a
complicación,1058,2.341837911756307,k o m p l i k a s j o n
complicaciones,2791,6.177759557383603,k o m p l i k a s j o n e s
complicada,4192,9.278813351684724,k o m p l i k a d a
complicadas,1478,3.2714900128315896,k o m p l i k a d a s
complicado,15374,34.02969381412237,k o m p l i k a d o
complicados,934,2.067369196200747,k o m p l i k a d o s
complican,325,0.7193736496415877,k o m p l i k a n
complicando,372,0.8234061466666789,k o m p l i k a n d o
complicándose,32,0.07083063627240248,k o m p l i k a n d o s e
complicar,554,1.2262553904659679,k o m p l i k a ɾ
complicara,25,0.05533643458781443,k o m p l i k a ɾ a
complicará,141,0.31209749107527346,k o m p l i k a ɾ a
complicarán,32,0.07083063627240248,k o m p l i k a ɾ a n
complicaré,15,0.03320186075268866,k o m p l i k a ɾ e
complicaría,108,0.23905339741935838,k o m p l i k a ɾ i a
complicarla,36,0.07968446580645279,k o m p l i k a ɾ l a
complicarle,62,0.1372343577777798,k o m p l i k a ɾ l e
complicarlo,246,0.5445105163440941,k o m p l i k a ɾ l o
complicarnos,120,0.2656148860215093,k o m p l i k a ɾ n o s
complicaron,175,0.38735504211470106,k o m p l i k a ɾ o n
complicarse,518,1.146570924659515,k o m p l i k a ɾ s e
complicarte,228,0.5046682834408677,k o m p l i k a ɾ t e
complicas,204,0.4515453062365658,k o m p l i k a s
complicaste,25,0.05533643458781443,k o m p l i k a s t e
cómplice,4705,10.414316989426677,k o m p l i s e
cómplices,1543,3.4153647427599068,k o m p l i s e s
complicidad,814,1.801754310179238,k o m p l i s i d a d
complico,51,0.11288632655914145,k o m p l i k o
complicó,381,0.843327263118292,k o m p l i k o
complique,167,0.36964738304660044,k o m p l i k e
compliqué,78,0.17264967591398103,k o m p l i k e
compliquemos,102,0.2257726531182829,k o m p l i k e m o s
compliquen,49,0.1084594117921163,k o m p l i k e n
compliques,367,0.8123388597491159,k o m p l i k e s
complot,1899,4.203355571290385,k o m p l o d
complots,172,0.3807146699641633,k o m p l o d s
compondrá,35,0.0774710084229402,k o m p o n d ɾ a
compondrás,19,0.04205569028673897,k o m p o n d ɾ a s
compondré,54,0.11952669870967919,k o m p o n d ɾ e
compone,593,1.3125802284229584,k o m p o n e
componen,295,0.6529699281362104,k o m p o n e n
componente,1252,2.771248644157747,k o m p o n e n t e
componentes,1545,3.4197916575269325,k o m p o n e n t e s
componer,1018,2.253299616415804,k o m p o n e ɾ
componerla,76,0.1682227611469559,k o m p o n e ɾ l a
componerlo,80,0.1770765906810062,k o m p o n e ɾ l o
componerme,66,0.14608818731183013,k o m p o n e ɾ m e
componerte,88,0.19478424974910682,k o m p o n e ɾ t e
compones,52,0.11509978394265404,k o m p o n e s
compongas,44,0.09739212487455341,k o m p o ɲ g a s
componía,145,0.32095132060932374,k o m p o n i a
componiendo,273,0.6042738656989336,k o m p o n j e n d o
componte,145,0.32095132060932374,k o m p o n t e
comporta,2161,4.783281405770681,k o m p o ɾ t a
comportaba,395,0.8743156664874681,k o m p o ɾ t a b a
comportaban,125,0.2766821729390722,k o m p o ɾ t a b a n
comportabas,47,0.10403249702509114,k o m p o ɾ t a b a s
comportado,1113,2.463578067849499,k o m p o ɾ t a d o
comportamiento,12559,27.798811279534462,k o m p o ɾ t a m j e n t o
comportamientos,459,1.015976939032273,k o m p o ɾ t a m j e n t o s
comportamos,248,0.5489374311111191,k o m p o ɾ t a m o s
comportan,1037,2.295355306702543,k o m p o ɾ t a n
comportando,797,1.7641255346595244,k o m p o ɾ t a n d o
comportándonos,62,0.1372343577777798,k o m p o ɾ t a n d o n o s
comportándote,406,0.8986636977061064,k o m p o ɾ t a n d o t e
comportar,323,0.7149467348745625,k o m p o ɾ t a ɾ
comportara,91,0.20142462189964455,k o m p o ɾ t a ɾ a
comportará,133,0.2943898320071728,k o m p o ɾ t a ɾ a
comportarán,57,0.12616707086021692,k o m p o ɾ t a ɾ a n
comportaras,46,0.10181903964157857,k o m p o ɾ t a ɾ a s
comportarás,125,0.2766821729390722,k o m p o ɾ t a ɾ a s
comportaré,182,0.4028492437992891,k o m p o ɾ t a ɾ e
comportaremos,60,0.13280744301075464,k o m p o ɾ t a ɾ e m o s
comportaría,110,0.24348031218638355,k o m p o ɾ t a ɾ i a
comportarías,35,0.0774710084229402,k o m p o ɾ t a ɾ i a s
comportarme,1626,3.599081705591451,k o m p o ɾ t a ɾ m e
comportarnos,676,1.4962971912545022,k o m p o ɾ t a ɾ n o s
comportaron,106,0.2346264826523332,k o m p o ɾ t a ɾ o n
comportaros,223,0.4936009965233048,k o m p o ɾ t a ɾ o s
comportarse,4204,9.305374840286877,k o m p o ɾ t a ɾ s e
comportarte,2863,6.33712848899651,k o m p o ɾ t a ɾ t e
comportas,1801,3.986436747706152,k o m p o ɾ t a s
